album_id	name	billboard	artists	popularity	total_tracks	album_type	image_url
0um9FI6BLBldL5POP4D4Cw	The Stone Roses	The Stone Roses	{'1lYT0A0LV5DUfxr6doRP3d': 'The Stone Roses'}	69	12	album	https://i.scdn.co/image/50b204a7fcc746f3520efa0d76ef56201f5c5fb3
7FZJ5zD87rSLQ9prpMAWvz	The Language of Life (Deluxe Edition)	The Language Of Life	{'13ccXrK7AmXb4TddMkE7jy': 'Everything But The Girl'}	43	33	album	https://i.scdn.co/image/f8cf7de6afe2785024e9632d3462296fcbbb4439
0rA98izyzqKu5ju9ymxTWM	The Caution Horses	The Caution Horses	{'3CYSRCHfilgR8DSbkCMp5j': 'Cowboy Junkies'}	38	10	album	https://i.scdn.co/image/6fddc2070fd9b9603a6c21a02d3feeb0a1018ff3
3nue8yRqhidzh01E1hHynU	Head Over Heels	Head Over Heels	{'5bDmz2qpZCbOJ4XHHYe5y1': 'Alex Bugnon'}	16	10	album	https://i.scdn.co/image/77eb7c17cafe550388c03b85e2804a846c7254cc
1MUbL8Fu1rgqVJ9SoagoQ4	Murder (Remastered)	Murder	{'3g92p1YpivbOqVLiYVd4Yk': 'D.O.A.'}	9	13	album	https://i.scdn.co/image/458ffe5e08123e3819461ccb3b139fb5e55fd885
7FwAtuhhWivxvK4aPgyyUD	Flood	Flood	{'6zB02lwP6L6ZH32nggQiJT': 'They Might Be Giants'}	61	19	album	https://i.scdn.co/image/2cac17b646ad71a58d8fb4226e8dbd42e5f68717
4tA5KsFziTKOuDVAUivcjM	Hot In The Shade	Hot In The Shade	{'07XSN3sPlIlB2L2XNcTwJw': 'KISS'}	56	15	album	https://i.scdn.co/image/50e27f1d337dfc205c0adcf62fc71c7f9bc46a09
3FlxjbLIXnJC1nhCeAxJ4K	Meet John Doe	Meet John Doe	{'4uyMcYXJM1rO5fvC9lOKwF': 'John Doe'}	10	12	album	https://i.scdn.co/image/41cce8a22c88549bfd3385432afe21439a8a8acc
44OvhkJAWLHRUZRNOHlN8p	Willow in the Wind (In the Style of Kathy Mattea) [Performance Track with Demonstration Vocals]	Willow In The Wind	{'0GQkTwFb7D3ePIpnxwYavf': 'Done Again'}	0	1	single	https://i.scdn.co/image/861a9f7feaf012217016758de3019d44f062692b
4evNdyZjrJGLHWf2azyaCh	Deep	Deep	{'7zeHJIIfNStVfxlbT72UwY': 'Peter Murphy'}	51	10	album	https://i.scdn.co/image/2163e52c5dd1151b4d999a6b670dafd9ac3d02fb
1IuGGH3BJ14xadcLAin4M4	Eclipse	Eclipse	{'5DpSoH5zCXNRqYai7pmcGG': 'Yngwie Malmsteen'}	37	11	album	https://i.scdn.co/image/7f548d04598b53cb437c79e0a21b7a78ddac2f8d
6E84FmjNjs38HXdhtOzbCM	The Great Radio Controversy	The Great Radio Controversy	{'0dgnITyIAN4NrmUVisvxHU': 'Tesla'}	55	13	album	https://i.scdn.co/image/af5fbc527329ffcb7ccd5c8f7cbcd91ba82b9d74
321Uof05wxnGOfXE8aukak	C Ya	C Ya	{'27XvODnKRV3mGBOGOlU3Vx': 'Ron C'}	14	10	album	https://i.scdn.co/image/172083c69ce87c46567bc72a7af7ab275dd06827
0cD4ZEl6DAuISghJm5YuTI	Porcelain	Porcelain	{'0iCwkCRUEPkbSNyTVPKxf2': 'Julia Fordham'}	21	11	album	https://i.scdn.co/image/cf962d4ceac756fbbcf41de2b8249d5320facc50
1oOkcBu5bgkUzZTvKD1m8z	Mother's Milk	Mother's Milk	{'0L8ExT028jH3ddEcZwqJJ5': 'Red Hot Chili Peppers'}	64	19	album	https://i.scdn.co/image/5e553d65e84fde60e3293ce2138a52e5f5b3ec10
1y3jN9LkTstdnogs1Xywni	Keep On Movin'	Keep On Movin'	{'2sIx6SmAMw9IBySG3Uj0jf': 'Soul II Soul'}	58	10	album	https://i.scdn.co/image/ddb3e5d8e0cdd457ff354927a2d6db46ec4bfa81
4HyXgM6clwGCwHe2Yhxt1B	Missing... Presumed Having A Good Time	Missing...Presumed Having A Good Time	{'1dqalNipWI6wAnatpwQtWu': 'The Notting Hillbillies'}	46	11	album	https://i.scdn.co/image/55b3775359aa2cfd230a1489da17af4d4844a8d0
6uYnIFLWrcwYtNkWTzms0U	Dirty Weapons	Dirty Weapons	{'2YRnsMgPPHXqoycoWduoHu': 'Killer Dwarfs'}	32	10	album	https://i.scdn.co/image/4508ef90cdd33938a54aa1cbc6e0b9d56cd82c1d
67FryHZj95IDkBAanbBMFc	Lone Wolf	Lone Wolf	{'2dyeCWctcFRt3Pha76ONgb': 'Hank Williams, Jr.'}	25	10	album	https://i.scdn.co/image/470959a81cac2b29cd3b1535fc7b76492b52e6ee
42eFPLF57gnH8wg7DVd2LU	High Wire	High Wire	{'3zgBwOoVIZBiNd3wIrKnhS': 'Ernie Isley'}	10	12	album	https://i.scdn.co/image/19f6a01324e778a77f08f1023ec304a6bcda12dd
5b0A7R9kcmcuErJzDuHMpr	Gregorian Chant: The Definitive Collection	The Silos	{'0L2vuM5wm4MKNamijOhNv8': 'Benedictine Monks of Silos'}	48	21	album	https://i.scdn.co/image/04d09900dfef8a24e8ccc4b94d553d0355b4c88f
3RWIENzO8frYhajwCHl7SL	World Beat	World Beat	{'1LsXqDdYVyONhrjAORENbu': 'Kaoma'}	52	10	album	https://i.scdn.co/image/7567e56352fb3bfe2ba32cb5f0e45572ceb06f61
60gQ6EG1JFQWWUcasx7wKc	Lion and the Cobra	The Lion And The Cobra	{'4sD9znwiVFx9cgRPZ42aQ1': "Sinéad O'Connor"}	50	9	album	https://i.scdn.co/image/c6db24aecc670e094403ab688a8837c4f5b7e646
3VYqZPjsyPRY4HYiWh7S0A	Miki Howard	Miki Howard	{'7GTUAEg2QH41GgTmkIldjh': 'Miki Howard'}	34	10	album	https://i.scdn.co/image/6a80f709a2050ddfe4d3b861dfab7f8ada3682ab
1EIbls8hlfhggOpOP4S2pS	Slave To The Thrill (Reissue)	Slave To The Thrill	{'6G6iuvTHT1XHUEOw5sbQYm': 'Hurricane'}	19	12	album	https://i.scdn.co/image/54e1cc9c96d5e99b4fbb9bd64f788d8c1ebe97dc
2RDUJixbxpkSdNdDLR4LL8	Big Tyme	Big Tyme	{'4KHdmkq99PXA6QEJ2lKpA3': 'Heavy D & The Boyz'}	41	12	album	https://i.scdn.co/image/b2df00490af275a9c442d76e10af45a284e20d8d
7cMiV1Rt5XyNlRdJM8glwW	Fast Movin' Train (Originally Performed by Restless Heart) [Karaoke Version]	Fast Movin' Train	{'1Lc0W6fVtIyzVXEOV6BbYi': 'Musical Creations Karaoke'}	0	2	single	https://i.scdn.co/image/e4d5e70d522cdab801194acded8deec9671409a6
3cGR7Z78GMRPXetD6cFGjG	Happiness	Happiness	{'46h3caIKtqPlEfRHuSdibg': 'The Beloved'}	42	10	album	https://i.scdn.co/image/279b67999216af8d2da52f881fc2ae1dcf42b3b3
0eKqVLFPx1d7IvU8znTA7Z	Never Too Far	Never Too Far	{'7nwrblOf59ulOiB6djwPVh': 'Dianne Reeves'}	16	10	album	https://i.scdn.co/image/dc90596f49b2df867acfff6e595b5174802475ae
58DHZ3WtIAIplzWcJEQn0J	Dark At The End Of The Tunnel	Dark At The End Of The Tunnel	{'5LXEAEGrpKQtpyCu2sZuWu': 'Oingo Boingo'}	35	11	album	https://i.scdn.co/image/7dacc1b6efbb1c54a82573918b3b765e04a08f77
3nEkyw01c8FjHsZhgBYnwU	Kojiki	Kojiki	{'6CTNhXJKT6SdsQspUDIGiY': 'Kitaro'}	33	7	album	https://i.scdn.co/image/8e06d42b4500b731f0769e9ab5f0c67781a2dac2
4JGM48TOSwz2lOsnBs7M3J	Leader of the Banned	Leader Of The Banned	{'39DCa96o1cTaN0uxasrhk1': 'Sam Kinison'}	14	5	album	https://i.scdn.co/image/3937bd81c56b1dd1f17680671cc5bb8ca5fe1d60
5cwUCXPFFfNsnk4qipc40D	Self Control	Laura Branigan	{'4463nfFMmK1cwAWBQDwT5e': 'Laura Branigan'}	65	10	album	https://i.scdn.co/image/ae756aa919fbfa724893c6940e8c7392d44c70bf
3mAX8RPTTY1sANwuq0N0EN	The Sims: House Party (Original Soundtrack)	House Party	{'1gsT5GesFZ2qkDkgPxMUA1': 'EA Games Soundtrack'}	22	19	album	https://i.scdn.co/image/aa3b437443d0c780478edaf5e44b73aa400da83b
2DhyqYUQtUBdeT1YOe9o3R	Presto (Re-Issue)	Presto	{'2Hkut4rAAyrQxRdof7FVJq': 'Rush'}	44	11	album	https://i.scdn.co/image/9cf06de25b37125cc48310423af1aeb9ceba8c5f
70Vuh3jYUMO8LLP5BaqZMb	Let Love Rule	Let Love Rule	{'5gznATMVO85ZcLTkE9ULU7': 'Lenny Kravitz'}	49	13	album	https://i.scdn.co/image/3daa782bb28a12aa27e0f136d2414383ae9b96ae
2mIFpqxnoM71gHMBKlzZtM	The Hit List	The Hit List	{'1Fmb52lZ6Jv7FMWXXTPO3K': 'Joan Jett & The Blackhearts'}	46	10	album	https://i.scdn.co/image/70d892fca843b690f1bc00dde4379d5a53f41346
033cvSPAuSU5ArRfIgQSDU	Trash	Trash	{'3EhbVgyfGd7HkpsagwL9GS': 'Alice Cooper'}	65	10	album	https://i.scdn.co/image/451d66141ee285648d8d21753ece3195e223a208
46MjWRxUXpd2ZDxeXFryWe	Hats	Hats	{'1GWV70Reko15eV2nHCm0bM': 'The Blue Nile'}	45	7	album	https://i.scdn.co/image/27a25bc72d1cfe84383bf6b65e7ae8052fdc74d8
2XvK5IhPigUwqEPk3yDVeY	Love Breeze	Love, Smokey	{'0h9smro0z3HqUbD94jotU8': 'Smokey Robinson'}	32	8	album	https://i.scdn.co/image/7355212f31877caded5b41fb322dd6c283fdfbe8
44EGzU4P5hE5Vjuh3bzVjS	Bang!	Bang	{'0smy8yDrRoI4CnhpOuthg0': 'Corey Hart'}	12	11	album	https://i.scdn.co/image/d2204d601b424f14d4d8a1ae8daf15725a542b10
3tIU2WCVDgPwnG4MraWwQ6	Destination XYZ	XYZ	{'4HOEnLufwAqJ2qoJPVnL01': 'Callalily'}	64	12	album	https://i.scdn.co/image/5135fea8d97632ee3c94f7f396ef388fad30e8b3
4BOCNkN1zsAyT7O9wwDBQs	Don't Be Cruel (Remixes)	Don't Be Cruel	{'62sPt3fswraiEPnKQpAbdE': 'Bobby Brown'}	13	3	single	https://i.scdn.co/image/4d42993897899447b4333b25fd14326697d57271
5WGd9fNuGNkxnT4JQcNvke	Steady On	Steady On	{'0K7VN4aHxHcEb7PqkfoIVA': 'Shawn Colvin'}	31	10	album	https://i.scdn.co/image/4e225a9310b5b339aaff7fe16288b904b5dab480
4Q4WWEbTuNgJ5fNyh1mBh2	Now The Day Is Over	The Innocence Mission	{'4VcTmgGKGuJn56Ac2zNhiH': 'The Innocence Mission'}	41	13	album	https://i.scdn.co/image/08f39dcca34cf5cc57c002b48763dd9d4e737ca3
1HWrP6U3m3z23H5FxFsxYS	Dirty Rotten Filthy Stinking Rich	Dirty Rotten Filthy Stinking Rich	{'7HLvzuM9p11k9lUQfSM4Rq': 'Warrant'}	59	10	album	https://i.scdn.co/image/05e7cec78a80df2c374b95dbe9e4910eed51ec3d
4oel5wcfKxpWxJuC4VbtuO	The Seeds Of Love	The Seeds Of Love	{'4bthk9UfsYUYdcFyqxmSUU': 'Tears For Fears'}	65	12	album	https://i.scdn.co/image/f29ad760446a666f019c13a6316b45273743195c
6CoeDRu0SmpFtLZMcRTO2F	The Raw & The Cooked	The Raw & The Cooked	{'20p5D2KrE8CGuOjHtxsyTp': 'Fine Young Cannibals'}	69	10	album	https://i.scdn.co/image/4e6d2ffbd42dbf6fc5ed4be8afafc672ecb95d37
62JhRSROnCX4w1t0TxcRVb	Travel-Log	Travel-Log	{'06nsZ3qSOYZ2hPVIMcr1IN': 'J.J. Cale'}	33	14	album	https://i.scdn.co/image/972a877670a9eb425b3435c7c226ba0f7376a6cd
1mnrIJ7WTImS5VyU2WhSWv	Taking On The World	Taking On The World	{'1dip2dCkBIylIFyDfZQfFu': 'Gun'}	29	10	album	https://i.scdn.co/image/e0e71604ca9233a32ad7e390938952ba659cbb0e
67LgbzCLJpqFFOJ6L4p2wA	Enuff Z'Nuff	Enuff Z'Nuff	{'2Y36dqR145FjTKUjibEcjO': "Enuff Z'Nuff"}	36	10	album	https://i.scdn.co/image/643a774c5668fffd0d98866275eb8b3f792cd2e5
7yUBkHdrxKHn4a3QhrfEj4	Steel Wheels (Remastered 2009)	Steel Wheels	{'22bE4uQ6baNwSHPVcDxLCe': 'The Rolling Stones'}	51	12	album	https://i.scdn.co/image/89f104791bc7f83b14fce2bb9f5a3232791136b8
1LBsEj93mEG0WFDdcyMaLd	American Funeral	American Angel	{'0vjlH9sbJOZyhDjhvajQpY': 'Alex Da Kid', '1HuHRxtq7Gq2llYgzAxZ9p': 'Joseph Angel'}	42	1	single	https://i.scdn.co/image/c8f539bac72ac37cae4d46a3031d7432b6c4a169
3ntl3KgaLDbSnnuai9AusB	Simple Man	Simple Man	{'12d4iIvTOk7JkI6ecvc3ca': 'The Charlie Daniels Band'}	56	10	album	https://i.scdn.co/image/d3cc2e4c2bfa6493cb6f0c712988d9c1b4e7cccd
79vmBrXaUaPS7LleUgP7HY	Handle With Care	Handle With Care	{'2iu7W76DMacXn6hzAqmJJU': 'Nuclear Assault'}	40	12	album	https://i.scdn.co/image/c99fdac45476b080c0657bd6837d6b1ccccf5ca8
6zMeDffPrKyYSBf9AuyTIF	Gutter Ballet (2011 Edition)	Gutter Ballet	{'3N1B1g6JtIgd6ClRkzD4yT': 'Savatage'}	40	13	album	https://i.scdn.co/image/bca472ee02bfd4b908f50e3cc4a71c9d7e935058
54ixXSRt1COToZvPK2YMqF	Louder Than Love	Louder Than Love	{'5xUf6j4upBrXZPg6AI4MRK': 'Soundgarden'}	40	12	album	https://i.scdn.co/image/27e2ac7fbedfbbaff26ba5cc86129329080e0aa4
6H1HTQ67CTcrCArdycdeLU	Read My Lips	Read My Lips	{'6LQeBFIfD4C22RJVVjQ6S7': 'Jimmy Somerville'}	36	11	album	https://i.scdn.co/image/d69a213bcc5f04a98c618015c50d9e0bb3903811
3W4GA8mOLJpARbJCxWWqFm	Automatic (Expanded Version)	Automatic	{'4rjlerN21ygkIhmUv55irs': 'The Jesus and Mary Chain'}	46	27	album	https://i.scdn.co/image/0feb1aef37ac7f505ccc1a231cd283e048871f9f
4zb4gmGzDYtlWMjmc1NZWW	Extinction Level Event: The Final World Front	The Front	{'1YfEcTuGvBQ8xSD1f53UnK': 'Busta Rhymes'}	58	19	album	https://i.scdn.co/image/a40a7b5d82b14e95c7a7cb085555c06e2f4c733f
4Rc0f9Me5vkkldxjjjaHvr	The Essential Christmas Party Album	Jive Bunny - The Album	{'4GzIiGnHYrOnq2LUiD6zdo': 'Jive Bunny and the Mastermixers'}	36	41	album	https://i.scdn.co/image/a85900c9c877a1807866b1819bf86919148b6681
2CUnD4nowpfqwYL0c5cVrb	Born On The Fourth Of July (Original Motion Picture Soundtrack)	Born On The Fourth Of July	{'0LyfQWJT6nXafLPZqxe9Of': 'Various Artists'}	12	14	compilation	https://i.scdn.co/image/b28d2bd6151fab0be8cfd1baec479189a542a8ac
0Bk6rV33JObdtOpjJg0vIy	The Sensual World	The Sensual World	{'1aSxMhuvixZ8h9dK9jIDwL': 'Kate Bush'}	53	11	album	https://i.scdn.co/image/892374a66f24ba333932ad24aa79779cfb6e3934
1cvyT4p26JXJicEBbHPzvX	It's A Big Daddy Thing	It's A Big Daddy Thing	{'6futYSDVulYR2PktBjTB5W': 'Big Daddy Kane'}	50	17	album	https://i.scdn.co/image/e27c789980a93b3f6a48e73f4f08995ed605b5af
1Y4uk7SWCVFxh2vtOPD74S	This Should Move Ya	This Should Move Ya	{'0grZF2s6ADKiTGwf8EVZEY': 'Mantronix'}	36	14	album	https://i.scdn.co/image/9170608f0ac15e26f41c7319cb843db78255a469
2ECo3uKv2IpMvGSa89QLJq	Boys In Heat	Boys In Heat	{'4FffNBBwp4PayIiCBeJFPQ': 'Britny Fox'}	24	13	album	https://i.scdn.co/image/a3a4f4df6614df2e14cc57691887a91dae604d4d
1EoQsfQLa5tHthlgkDE6Ro	Heritage	Heritage	{'4QQgXkCYTt3BlENzhyNETg': 'Earth, Wind & Fire'}	25	17	album	https://i.scdn.co/image/87819bd3fb4ef1b53fd7a940a188212b2686ef25
3uOOKcr91I3Br0Rtmu4zdT	Freedom	Freedom	{'6v8FB84lnmJs434UJf2Mrm': 'Neil Young'}	60	12	album	https://i.scdn.co/image/9a4c38287d15e8bfcd3ac29b88be56d85a0d603f
7lXmf3EZsLL9lj8SDteWGR	Animal Logic	Animal Logic	{'5JqSrCA1nMOfF64BTkICoB': 'Decibel Brothers'}	0	4	single	https://i.scdn.co/image/f5109e13900ca07351a381fbcd51caf033be03e6
59BvXsDI0TES6lTmcQyzAB	Every Dog Has Its Day	Every Dog Has Its Day	{'5hq7NuqDGwmdCZL9wbNRMv': 'Salty Dog'}	24	13	album	https://i.scdn.co/image/550eff112a0bcbf43e856998d89e9131cd23d5f3
1TZ22v7tNEkgxZTLbxpr2q	The Company Of Wolves	Company Of Wolves	{'6Hu2XjAqXygQv6C5bF8yBg': 'The Thinking Men'}	0	4	single	https://i.scdn.co/image/a7fbf2b9cd0be940df85e47f830990a7e87171f2
67LxefROPCC8dtv6jaYj8M	THE DISREGARD OF TIMEKEEPING	The Disregard Of Timekeeping	{'0pRq0U6fqH5r5RzCTskGAR': 'Bonham'}	33	11	album	https://i.scdn.co/image/0f754a7c89cca6510117af617b23c776a9569195
6ThFWRqxUKPCaxD5OwPXsC	Mosaïque	Mosaique	{'3jc496ljiyrS3ECrD7QiqL': 'Gipsy Kings'}	59	12	album	https://i.scdn.co/image/cd42739f8a2d22278ef64d5f899f3cc7ca00aa9c
2ttKyfkGqMzpQQ6oqBwCqd	Home	Home	{'0PcIlEZa7rreM7729ot05g': 'Stephanie Mills'}	34	12	album	https://i.scdn.co/image/219133ab2ca41ed4d27a8305878fcfb6123f5f20
1s47nIyFsLyoffkxvBC961	Party of One	Party Of One	{'3BqaUtuQmqIHg7B5Bc7fP7': 'Nick Lowe'}	26	11	album	https://i.scdn.co/image/a30b57fa65c92e99498fb254701c040dd5408b43
1B9Prn8eQPQEJIuPLD7rrA	Kevin Paige	Kevin Paige	{'0mIEx2v1UvdaDeapwDeOEq': 'Kevin Paige'}	12	10	album	https://i.scdn.co/image/956ce4cc2a3a3c8dc10c20865c9ebcecf500bfa1
1OBeZfgv0rhHAMJyZTOCEV	Join Together (Live U.S. Tour/1989)	Join Together	{'67ea9eGLXYMsO2eYQRui3w': 'The Who'}	32	34	album	https://i.scdn.co/image/9c77daf18e5cf577440c7eb9c4f4157de477b5e7
6qzNBXC92FV4NIrDrhVAJU	We Can't Go Wrong	We Can't Go Wrong	{'6D01mATo26VaiiCfZzpWAm': 'The Cover Girls'}	26	10	album	https://i.scdn.co/image/e80075b8cb931654881d089ee24306454a384048
7xlc8VKmPqZJ9m1Dphm6O5	Crossroads	Crossroads	{'7oPgCQqMMXEXrNau5vxYZP': 'Tracy Chapman'}	55	10	album	https://i.scdn.co/image/0196724e4030243329e86b3e91e98bbb17a4f6c9
0gPfgxBDkrtJgwIkziS8LI	Twice Shy	Twice Shy	{'6ZPbX2Lxd40e2UVkXpyxvI': 'Great White'}	57	9	album	https://i.scdn.co/image/73a5dad55364d3eb7a91f52e84b2ff7b3d68706e
7rX4yDo724YsUNLqPrLqll	Wild!	Wild!	{'0z5DFXmhT4ZNzWElsM7V89': 'Erasure'}	45	11	album	https://i.scdn.co/image/5d294d38dfc29493093c2387347ca715ecfaf3d1
5zwlGCMA8Ha358VZY6fIfI	In My Eyes	In My Eyes	{'6V7pNWhlJpD0s0bMdB1PU9': 'Stevie B'}	37	9	album	https://i.scdn.co/image/998e6414ffdc6d8845edb0d81eaae36535ed5952
3tWN0uTRc9uSFiRoTTSmAQ	Runaway Horses (Remastered & Expanded Special Edition)	Runaway Horses	{'7xkAwz0bQTGDSbkofyQt3U': 'Belinda Carlisle'}	54	27	album	https://i.scdn.co/image/9411b36714be75570cab5f13c8f97b71c0508bc2
3wuwBDoBVZoSZvAWSXKoMW	The Sweet Keeper	The Sweet Keeper	{'2gTl60Ao3u7bljVnAqxPh8': 'Tanita Tikaram'}	21	10	album	https://i.scdn.co/image/967e7bc05c28fc31762738568985338c95f833ef
07GxuB87kJgj9xklkc1beN	We Too Are One	We Too Are One	{'0NKDgy9j66h3DLnN8qu1bB': 'Eurythmics'}	38	15	album	https://i.scdn.co/image/c136e357b1ecdfc6e56e44434f71369e0e9a3807
2Z3NjmSSynmCMjPyBtd8Ss	All Hail the Queen	All Hail The Queen	{'5m7wCUhYhBh7A3A3YMxrbt': 'Queen Latifah'}	38	15	album	https://i.scdn.co/image/5edb8af0ae9cbf4c34c2e955cd5b3bb83df54d2b
0SX1wvbCBLKGPfCmH3O14B	Best Shots	Best Shots	{'43mhFhQ4JAknA7Ik1bOZuV': 'Pat Benatar'}	45	15	compilation	https://i.scdn.co/image/6d7ddac8f2ae40e3320d327a51b61ce727b17c59
2e3aRRSc4PfMo4LA6QwyA6	Yellowstone: The Music Of Nature	Yellowstone: The Music Of Nature	{'0EeHVtSdrYibpGDVHjWEpe': 'Mannheim Steamroller'}	16	15	album	https://i.scdn.co/image/2e2bdd852a7d4e2f420e7752076a8f880b5532da
3wAMdnbT6F7EM1c4mVe6zD	No One Can Do It Better	No One Can Do It Better	{'2htToCUWzqrvOX6ISJY1nd': 'The D.O.C.'}	52	13	album	https://i.scdn.co/image/fc37f7ae631fffe71a1ae3c31be00035c5ff9ff0
0a4PqyHhQ9abMAx2RP2VT3	One Night Of Sin	One Night Of Sin	{'3pFCERyEiP5xeN2EsPXhjI': 'Joe Cocker'}	36	12	album	https://i.scdn.co/image/e34fbd2875156eb39dee9c7862f73a5f7b6c3b60
0dM7y6reb4zrZywsIXtVQY	Pure	Pure	{'4FPmAi3p4T3p0AsthfqHMA': 'The Primitives'}	20	16	album	https://i.scdn.co/image/43e54d59aaf3d13022da748a7a14c946733c9ae5
6mAZIeRE0jFGVdq7QC8gy3	Flying Cowboys	Flying Cowboys	{'0dYkMe3wK29DulSa0uR8Rq': 'Rickie Lee Jones'}	35	11	album	https://i.scdn.co/image/fa1ba4081b234ea2f7ea93f8137461b60cb0dd56
2Y7dwu7XmkrGi6zphZiYsu	Storyteller - The Complete Anthology: 1964 - 1990	Storyteller/Complete Anthology: 1964-1990	{'2y8Jo9CKhJvtfeKOsYzRdT': 'Rod Stewart'}	53	63	compilation	https://i.scdn.co/image/11fe1026cd5779f8cfb4f9e436effbf25e8da50a
6aOF3agLPNHtnLx0A5GaJM	Sybil's Greatest Hits	Sybil	{'1EbIfIjVcauDatNO4vagL1': 'Sybil'}	43	13	album	https://i.scdn.co/image/7ba97705ff3d4079ab1e51bc6876bd23e9aa5c2e
7K3OJcdtRxv7miXfQBzvbi	The Traveling Wilburys, Vol. 1	Traveling Wilburys	{'2hO4YtXUFJiUYS2uYFvHNK': 'Traveling Wilburys'}	68	10	album	https://i.scdn.co/image/eb98501b5ae3c2459ca7ee77a24abde9e494adff
1SOlB2vamXlZaiR5dUrM5m	Blow My Fuse	Blow My Fuse	{'45KpBChrKYWhTlU6N57ofu': 'Kix'}	50	10	album	https://i.scdn.co/image/fef744f4816cd1bb61714f6ff2320ff077871f99
4P6rgSkSEXFGrpTk9NZUAj	Decade	Decade	{'0lZoBs4Pzo7R89JM9lxwoT': 'Duran Duran'}	55	14	compilation	https://i.scdn.co/image/7539a1f229e92bbcb2b39c15dd8dac5c972a0a2b
7tmQCSnrJYAisEgc7YWqAt	I Am I	I Am I	{'7Al9UJ2bG6v6K9FgJ21pn4': 'Nuclear Valdez'}	12	11	album	https://i.scdn.co/image/8482b4828f6757b2c8d31f90ece27aac5ad7e3a6
2vE3SSFPxYt7jRu93j6rsi	Avalon Sunset	Avalon Sunset	{'44NX2ffIYHr6D4n7RaZF7A': 'Van Morrison'}	63	12	album	https://i.scdn.co/image/ee79b1074eaca6a7e19cb16df363a6ee077942bc
6jxqTcePlQDTeSzeYkLV2T	The Ocean Blue	The Ocean Blue	{'4v9TwSGVrHPLX0APn1z0XU': 'The Ocean Blue'}	40	12	album	https://i.scdn.co/image/6c774c1711a49db47e585c24f03ec8ddedb5d2f6
1bvlXU4lDqjMZQZDSLPQtX	Sail for Gold and Glory (Original Game Soundtrack)	Glory	{'6vQcn90XTfU7bMXz3oJtJ5': 'Craze Music'}	14	10	album	https://i.scdn.co/image/b3b1e20f1b1ec1fd12f8ac6e00c2fe435123a0b0
34KcbY3mi62fOlADgTneoe	Greatest Hits Karaoke: The Moody Blues	Greatest Hits	{'7dYZoYIoFYmSvzDKZxNVO0': 'Cooltone Karaoke'}	0	17	album	https://i.scdn.co/image/933e4e03df51f490064ecfea52389832f5f118fd
2LiajPaKisgguThNp4JnRb	Zig Zag	Zig Zag	{'7uhvDINTTiD0XBrP9fquN1': 'The Hooters'}	28	10	album	https://i.scdn.co/image/a5cb5ff90c1258afe260f51f145deaf02729b711
34etX2h85suzm2M9DTsa7p	Face Down Ass Up	Dice	{'1KrDd8tfcITeBIHGXXIx4s': 'Andrew Dice Clay'}	30	33	album	https://i.scdn.co/image/9637f11450c60816096b5fca0d93b16f0a896d14
6U2m5pMfP1WvVN7swAIsIC	Thrash Zone	Thrash Zone	{'6eKzDvHhJgMtcaOrvEXCTv': 'D.R.I.'}	45	14	album	https://i.scdn.co/image/de817254812f503a0653fb83dded5c592041648a
08pgF3pXtFuG7LToVA1mAU	Don't Take It Personal (Expanded Edition)	Don't Take It Personal	{'1VDurPMbOKrNU8mcMP4X1P': 'Jermaine Jackson'}	28	16	album	https://i.scdn.co/image/b5e6cba52b84b3dece609f92314d893e3217c347
6GWB7DpGAkNmJXZkAw0qsr	Change	Change	{'0oQLexIBY9SlMhtbSIPFAO': 'The Alarm'}	15	14	album	https://i.scdn.co/image/62ebbfc92a9a2da16422a7540838ca2747505422
6h6s1RzeAl1xaJ4HloomsH	Laughter (2008 Remaster)	Laughter	{'3LrsctPHK5wMdvEqvFN8BW': 'The Mighty Lemon Drops'}	11	11	album	https://i.scdn.co/image/9e49da5913db88811f16f09f872978b24aedc404
5wFQEk3sV9Zjo3xnGZLS42	Eyes On Fire (Zed Dead Remix)	Dead On	{'67qogtRNI0GjUr8PlaG6Zh': 'Zeds Dead', '1FWybrAwiSa0zKibdLfZZr': 'Blue Foundation'}	53	1	single	https://i.scdn.co/image/83a62c352f491f3b333a1274c27109ddc9c73008
2wRgjPKJblkcAFE895Tqol	Groove Approved	Groove Approved	{'0FFuvdY7fuiuTmHN9unYoz': 'Paul Carrack'}	20	10	album	https://i.scdn.co/image/ee18efe4cc1ab8af2597183aea67af568f0ab2b4
18ue4s9PsV3WBw7kkzD689	Oh Mercy	Oh Mercy	{'74ASZWbe4lXaubB36ztrGX': 'Bob Dylan'}	49	10	album	https://i.scdn.co/image/0e597873abede6bf44481947491a5d4733556958
4G0FebiN8IClZyk0FWa6JF	Heart Like A Gun	Heart Like A Gun	{'0kmwTkqKpMFSAeKyoUFDYj': 'Fiona'}	12	10	album	https://i.scdn.co/image/77eb7c17cafe55037be432ce0ab614427509884e
1KYFZ7voqsmq6OFmbYkae9	Pages Of Life	Pages Of Life	{'19FK6WGl1TLyFNsXXqTz8u': 'The Desert Rose Band'}	18	11	album	https://i.scdn.co/image/3f66ff5be547a440015edb732aef11271e99b49c
